,name,room_type,price,minimum_nights,number_of_reviews,availability_365
1681,"Private 2BR / East Williamsburg, Bk",Private room,75,3,2,0
1691,Adorable Midtown West Studio!,Entire home/apt,95,1,0,0
1695,Studio in Chelsea,Entire home/apt,105,7,2,0
1696,Gorgeous Williamsburg Apt + balcony,Entire home/apt,200,3,4,0
1698,Room for rent in East Village,Private room,100,7,1,0
1700,"Studio in FlatIron, NYC !! ",Entire home/apt,195,1,1,0
1702,Cozy 1 BR in Prospect Heights,Entire home/apt,155,3,13,0
1708,2 Beautiful Large Rooms/Fort Greene,Private room,90,10,1,0
1711,Unique West Village Loft with Deck,Shared room,350,2,13,0
1719,Family Friendly Room & Bathroom on Central Park W,Private room,120,3,2,0
1725,Cozy apartment steps to subway,Entire home/apt,119,5,7,0
1727,"Charming Apt off Bleecker, First Fl",Entire home/apt,190,2,185,0
1730, 1 Bed Apt in Utopic Williamsburg ,Entire home/apt,155,2,8,0
1736,For cat lovers - East Village 1 bdr,Entire home/apt,135,5,18,0
1739,Xmas in NYC!!!,Entire home/apt,100,7,11,0
1743,Room in 2 Bdr Apt in Nolita/Soho LES,Private room,95,7,46,0
1745,Room With A View of Central Park,Private room,95,2,25,0
1746,Love NYC!  Luxury Apt Upper West ,Entire home/apt,295,10,11,0
1747,Cute & Quirky Private Room,Private room,80,3,0,0
1750,Studio Available on Upper East Side,Entire home/apt,150,2,4,0
1752,Sunny in the Heart of Williamsburg,Entire home/apt,225,1,0,0
1753,Beautiful Bedroom in Harlem,Private room,78,1,52,0
1755,Historic Brownstone Private Garden,Private room,60,14,12,0
1756,Open loft in the heart of Union Sq.,Entire home/apt,220,6,23,0
1758,Prospect Park Modern 3 Bedroom,Entire home/apt,225,300,13,0
1759,Beautiful apartment nr Central Park,Entire home/apt,350,6,13,0
1760,Bright Quiet Room in N. Manhattan,Private room,65,2,93,0
1764,Weekend NY getaway? Holiday stay?,Private room,60,1,0,0
1766,"Cozy Apt in Bushwick, Brooklyn!",Entire home/apt,115,4,12,0
1768,Park Slope House -private room -1 block from metro,Private room,65,5,5,0
1770,Prime Williamsburg location with private deck,Private room,101,2,32,0
1772,Hancock Town House!-Stuyvesant Mews,Private room,165,1,0,0
1773,Large one-bed apt Upper East Side,Entire home/apt,175,3,1,0
1777,Small Town in the Big Apple!,Entire home/apt,192,2,41,0
1778,"Amazing apartment near museum, gardens & park!",Entire home/apt,150,17,3,0
1779,"Big Loft in Bushwick: Unfurnished, longterm sublet",Entire home/apt,163,1,3,0
1782,Cozy Modern LES Apt-Prime Location,Entire home/apt,158,5,39,0
1785,Large & Elegant Pre-War One Bedroom,Entire home/apt,173,4,16,0
1788,Large but cosy Bushwick apartment,Entire home/apt,275,7,2,0
1790,Cute Studio Apt in a Mansion (1882),Entire home/apt,63,5,5,0
1792,Sunny apartment in Carroll Gardens,Entire home/apt,130,5,2,0
1793,"BOERUM HILL, Entire Home / Loft",Entire home/apt,200,4,13,0
1795,Charming Astoria/NYC Studio Sublet,Entire home/apt,150,14,0,0
1799,Apt in Heart of Williamsburg,Entire home/apt,149,4,1,0
1800,Sunny East Village studio apartment,Entire home/apt,200,7,3,0
1803,ONE BED/ LUXURY @ COLUMBUS CIRCLE!,Entire home/apt,139,45,16,0
1806,"Beautiful Apartment, Great Location",Private room,80,10,15,0
1807,City View From Brooklyn– 2Bd+2Bth,Entire home/apt,250,5,2,0
1808,Downtown Manhattan Luxury 1 Bedroom,Entire home/apt,349,3,3,0
1810,Radiant Cobble Hill - 1 bedroom,Entire home/apt,119,5,42,0
1811,West Village 1-BR Gem - Great Price,Entire home/apt,240,7,7,0
1821,BIG STYLISH SUNNY EAST VILLAGE 1BR,Entire home/apt,199,5,23,0
1822,TASTEFUL DESIGN + SPACE FOREVER,Private room,55,2,2,0
1825,Big apartment with top view! 1 block from subway.,Entire home/apt,85,2,108,0
1826,Very Cool Entire Apartment | BUSHWICK,Entire home/apt,65,7,4,0
1830,Cozy room in beautiful apartment !,Private room,35,7,0,0
1833,Lovely studio upper east side !,Entire home/apt,150,6,23,0
1843,"Sunny 2BD, 2 balconies",Entire home/apt,300,30,1,0
1844,Charm&Quiet in Hip Greenpt Brooklyn,Private room,110,1,4,0
1846,Bright Loft One Stop from Soho,Entire home/apt,170,7,41,0
1853,Central Williamsburg Fab Large Room,Private room,70,1,8,0
1857,Luxury 1BD in Historic Carrol Gardens Brownstone,Entire home/apt,135,8,7,0
1869,"Steps From Art, Shopping & Eats",Entire home/apt,150,3,11,0
1873,Entire apt close to Lincoln Center ,Entire home/apt,149,10,9,0
1874,Seeking tenant for January 2013,Private room,120,1,0,0
1875,Spacious 1 BR Near the Water UES,Entire home/apt,250,4,1,0
1876,NO PLACE LIKE YOUR NYC HOME! UPPER WEST SIDE 1BDRM,Entire home/apt,175,7,23,0
1880,3br w/ Private Roof Steps to Subway,Entire home/apt,500,5,0,0
1883,"UES APT- NEAR CENTRAL PARK, MUSEUMS",Entire home/apt,280,2,0,0
1885,Ground Floor Studio With Backyard,Entire home/apt,130,5,4,0
1889,***HOT SPOT*** 2 blocks to L/G Trains *** Modern,Entire home/apt,200,2,11,0
1890,comfy artsy cottage garden studio,Entire home/apt,90,7,6,0
1891,Midtown Lux Manhattan by 5th Ave,Entire home/apt,269,5,15,0
1893,"Charming, huge BR, nr Prospect Park",Private room,80,2,24,0
1898,Spacious and Clean Brooklyn Flat,Entire home/apt,85,15,22,0
1904,Charming Studio Near Central Park!,Entire home/apt,150,7,1,0
1905,Great 1 bedroom- awesome location,Entire home/apt,175,1,33,0
1909,Large sunny room 10 min to Midtown!,Private room,75,1,4,0
1912,Perfect 750 SF W. Village 1 Bedroom,Entire home/apt,250,7,0,0
1913,LOVELY LOFT | 24H DOORMAN | PERFECT,Entire home/apt,260,6,23,0
1917,Beatiful Studio in williamsburg,Entire home/apt,120,3,8,0
1919,New York City Dream Apartment,Private room,60,2,2,0
1921,Private room in the lower east side,Private room,95,1,7,0
1924,Brooklyn Apartment,Entire home/apt,120,5,6,0
1926,Gorgeous 1BR near Prospect Park,Entire home/apt,100,4,20,0
1927,1BR East Village Apt - Entire Apt.,Entire home/apt,190,1,0,0
1933,Spacious garden appartment brooklyn,Entire home/apt,120,5,145,0
1934,Your own large 1BR apt in Manhattan,Entire home/apt,80,4,16,0
1936,"Convenient, Renovated 2 Bedroom",Entire home/apt,250,2,82,0
1951,Immaculate brand new one bedroom ,Entire home/apt,95,30,0,0
1955,Bedroom with Private Bath and Roof,Private room,99,5,8,0
1960,YOUR OWN PLACE WITH VIEWS OF CENTRAL PARK,Entire home/apt,176,7,33,0
1962,PRIVATE LARGE-MODERN-CLEAN master bedroom,Private room,51,1,4,0
1980,Friendly & fun w/ private terrace,Private room,58,10,7,0
1981,Private room/Upper Manhattan,Private room,65,2,2,0
1983,"LARGE 2 BR w/Dining Room, Balcony, Echo",Entire home/apt,115,4,6,0
1985,Quiet 1BR Heart of the East Village,Private room,200,1,0,0
1990,1-bedroom apt in Clinton Hill,Entire home/apt,100,3,7,0
1995,Serene 1BR+Garden+Goldfish Pond+Cook's Kitchen,Entire home/apt,200,4,4,0
1999,Beautiful Studio on Prospect Park!,Entire home/apt,100,6,78,0
2011,"Sunny bedroom, next to subway and Central Park",Private room,60,2,53,0
2014,Sun-Drenched Studio in Clinton Hill,Entire home/apt,100,6,10,0
2016,Ideal Location + Shower In Kitchen!,Entire home/apt,150,3,9,0
2022,"Cozy room,only 2 blocks from subway,10min to City!",Private room,47,1,71,0
2028,Stylish 1897 garden duplex oasis!,Entire home/apt,275,3,0,0
2029,charming house on family block,Entire home/apt,329,4,2,0
2039,Charming East Village Studio,Entire home/apt,100,3,2,0
2070,(2) CLEAN HOME AWAY FROM HOME!,Private room,76,1,75,0
2072,Dumbo | Spacious private room w/ private bathroom,Private room,60,3,13,0
2073,Lovely Private Room in Bushwick! :),Private room,40,5,0,0
2079,Bushwick Loft,Entire home/apt,155,2,20,0
2089,your holiday-ready Harlem home away from home!,Entire home/apt,200,3,1,0
2091,Dumbo Loft With A Beautiful View,Entire home/apt,134,14,14,0
2105,Great 1BD waterfront City Island NY,Entire home/apt,84,3,67,0
2106,Modern New Duplex with Private Yard,Entire home/apt,165,7,5,0
2107,"Chic, Cozy LES 1BR. Weekly clean included!",Entire home/apt,87,59,51,0
2119,Pretty One Bed in Brooklyn Heights,Entire home/apt,150,30,48,0
2135,Large and sunny one BR (600 sq.ft),Entire home/apt,100,1,0,0
2142,5 Bdrm Historic Brownstone Triplex,Entire home/apt,350,5,12,0
2149,Sunny Nolita 1 Bedroom Apartment,Entire home/apt,119,3,17,0
2159,Beautiful Large Furnished Bedroom on UES,Private room,60,7,1,0
2164,Cozy studio apartment on upperwest,Entire home/apt,295,7,2,0
2185,Hip charming Williamsburg apartment,Entire home/apt,120,5,7,0
2189,"Glowing reviews, hip neighborhood",Private room,110,3,49,0
2191,Convenient and private,Private room,52,3,163,0
2197,Peaceful Park Slope near subways,Entire home/apt,125,2,45,0
2202,Spacious 1bd Near Trendy Neighborhoods And City,Entire home/apt,105,5,12,0
2205,NYC Brooklyn Sunset Park- Great Bed. Great House.,Private room,70,2,45,0
2212,Quiet central Williamsburg Loft room,Private room,90,5,8,0
2214,"Lovely studio in Manhattan,New York",Entire home/apt,220,360,1,0
2221,Studio in Best Possible Location!,Entire home/apt,160,5,70,0
2239,Spacious 1br East Village Apartment,Entire home/apt,159,5,16,0
2240,Staten Island 1st floor Apartment,Entire home/apt,221,30,0,0
2243,Sunny Private BR Crown Hts Brooklyn,Private room,70,1,4,0
2246,Private room in beautiful neighborhood in Brooklyn,Private room,50,3,2,0
2248,Entire home/apt in New York,Entire home/apt,395,5,0,0
2253,Brooklyn Family Friendly Brownstone,Entire home/apt,200,2,3,0
2265,"Clean, Complete and Cool",Entire home/apt,149,5,26,0
2269,Spacious sunny bedroom - East Village (A),Private room,150,10,36,0
2271,"1 Bedroom Apt Greenpoint, Brooklyn",Entire home/apt,75,2,2,0
2274,Private Cozy Bedroom in Brooklyn,Private room,47,2,248,0
2280,"Sunny Apt in Harlem, New York",Entire home/apt,85,30,23,0
2286,Big UWS 1Bdrm 2 min to Central Park,Entire home/apt,200,3,3,0
2309,Private Room & Balcony in New York,Private room,85,2,1,0
2311,"Bright, Bohemian, Spacious Apt in Williamsburg",Entire home/apt,125,2,16,0
2327,Quiet and Cozy Brooklyn Brownstone Apartment,Entire home/apt,90,2,4,0
2334,Cozy North Park Slope Apartment,Private room,130,2,8,0
2338,Private Garden Apt. with outdoor space in Red Hook,Entire home/apt,200,1,7,0
2339,Furnished Nolita Studio,Entire home/apt,200,3,0,0
2344,Private room in Brooklyn,Private room,65,1,4,0
2345,Big and Well Appointed NYC 1 Bdrm,Entire home/apt,179,4,27,0
2351,Lovely garden bedroom in Greenpoint,Private room,99,5,179,0
2354,furnished br in 2 br share in WV,Private room,64,5,42,0
2361,Fab 1 Bedroom Apartment!,Entire home/apt,100,1,54,0
2363,Lovely Entire Apt in Prime Brooklyn,Entire home/apt,138,7,1,0
2368,Quiet & Convenient Upper East Side ,Private room,115,3,1,0
2371,Trendy East Village 1 Bedroom - NYC,Entire home/apt,200,4,26,0
2384,Modern Trendy Duplex Brooklyn Loft!,Entire home/apt,160,2,31,0
2391,*Soho Duplex* with private rooftop,Entire home/apt,190,4,25,0
2404,Fantastic 1 BR in massive share.,Private room,60,1,0,0
2407,Central Park Room/Bath with a View!,Private room,85,3,118,0
2417,Sunny room - Prime Location,Private room,80,1,1,0
2422,Clean & Quiet Apartment.,Shared room,50,1,0,0
2426,One bedroom July 1- Decemb (Phone number hidden by Airbnb) p.mo .,Private room,50,90,0,0
2437,Prospect Park Apt,Entire home/apt,150,2,1,0
2442,Furnished 1 Bedroom in East Harlem,Entire home/apt,53,7,7,0
2447,"Cozy, friendly, 3 min from subway.",Shared room,35,5,110,0
2449,"Lovely, Private Home in Greenpoint",Entire home/apt,350,7,4,0
2454,SUNNY AND COZY BEDROOM IN BROOKLYN!,Private room,38,5,1,0
2463,Large Sunny Room in Brooklyn,Private room,70,3,12,0
2464,Spacious and clean 1 bed apt in West Harlem,Entire home/apt,99,30,4,0
2469,Charming Prewar on Prospect Park!,Entire home/apt,99,5,12,0
2470,SPACE FOR 8,Entire home/apt,165,3,130,0
2480,Stylish Park Slope Townhouse,Entire home/apt,102,2,24,0
2487,Private room for labor day weekend,Private room,110,1,4,0
2491,Lovely spacious 1 Bdrm in Ridgewood,Entire home/apt,85,2,1,0
2493,1 Bedroom avail in BK 3BD w/ porch,Private room,75,1,2,0
2495,1 Guest Room in New Condo,Private room,200,1,3,0
2496,1bedroom apartment in Williamsburg,Entire home/apt,75,7,10,0
2501,Your private bedroom in the Upper East Side!,Private room,150,3,18,0
2502,Casa de Chester Baby Kitty,Entire home/apt,200,3,0,0
2504,Adorable Williamsburg room!,Private room,112,2,9,0
2505,Modern Apartment in Brownstone Bkln,Entire home/apt,250,5,49,0
2511,ENORMOUS Artsy 2BR in trendy LES!,Entire home/apt,399,2,2,0
2516,Skylight Apartment Williamsburg,Entire home/apt,190,4,1,0
2519,Your West Village NYC 1 Bdm Apt,Entire home/apt,144,4,27,0
2520,"Marcel the Shell with Shoes On or Off, Whatever",Private room,1500,1,0,0
2523,West Village Penthouse-terrace/view,Entire home/apt,1899,7,18,0
2533,Beautiful 1BR: Heart of the Village,Entire home/apt,175,2,2,0
2536,Deep House in Bed Stuy,Private room,133,7,0,0
2550,Spacious Bright 2B Apt East Village,Entire home/apt,300,3,19,0
2551,"Cozy, friendly, 3 min from subway!",Shared room,35,5,120,0
2557,Gorgeous Apt in Prime Williamsburg,Entire home/apt,147,3,14,0
2561,Luxury 1BR w/ Rooftop,Entire home/apt,120,3,2,0
2570,Meatpacking District Large Loft,Entire home/apt,175,4,5,0
2573,Bright & cosy Williamsburg apt,Entire home/apt,115,7,3,0
2578,Chez Humphries,Private room,70,2,6,0
2579,Sunny Top Floor Uptown Apartment,Entire home/apt,125,6,0,0
2601,Beautiful Authentic 1BR Apt with skylight near all,Entire home/apt,70,15,2,0
2603,Sunlit Noho Loft,Entire home/apt,250,1,0,0
2629,Family-Friendly 3 BR in Cobble Hill,Entire home/apt,259,1,2,0
2633,Huge Sunny BR Washington Heights 1-4 guests,Private room,75,4,14,0
2640,"Charming, light-filled 1-bedroom",Entire home/apt,90,7,0,0
2650,Sunny & large W. Harlem private 1 bedroom.,Private room,75,5,3,0
2654,Bohemian Paradise in Industrial BK,Private room,99,2,189,0
2656,"Beautiful, spacious apartment - with a cute cat!",Entire home/apt,162,2,11,0
2663,Family-Friendly Artist Loft in West Village,Entire home/apt,110,6,1,0
2666,Room in Chelsea New York,Private room,90,3,5,0
2674,"Spacious, amenity-filled 1 BDR Williamsburg Apt",Entire home/apt,160,6,1,0
2678,Bright Rm avail in heart of Village,Private room,110,3,7,0
2682,The Lavender Suite on Greene,Entire home/apt,144,5,3,0
2685,Gorgeous West Village Hidden Gem,Entire home/apt,270,1,4,0
2699,Beautiful Brooklyn Brownstone Apt,Entire home/apt,168,2,1,0
2703,One Bedroom Apt Near Central Park,Entire home/apt,175,2,1,0
2718,Bright Apartment In Williamsburg,Entire home/apt,120,2,1,0
2722,1 min to Bedford Ave (L) Station,Entire home/apt,190,3,10,0
2723,Bright and Spacious West Village Studio,Entire home/apt,150,5,3,0
2733,Cozy Twin for the NYC Win! [Gay/LGBT Friendly],Private room,102,5,8,0
2735,Gorgeous Apt. 20 min to Manhattan!,Entire home/apt,140,2,13,0
2740,"Spacious, quiet room with private full bathroom.",Private room,49,1,90,0
2742,Sunny Private Room in Williamsburg,Private room,80,3,130,0
2746,Peaceful Studio in Fort Greene,Entire home/apt,150,3,17,0
2748,1 bed aprt best location in NewYork,Entire home/apt,120,5,9,0
2750,2BR Sunlight & Secret Garden Apartment,Entire home/apt,145,4,18,0
2751,New york Multi-unit building,Entire home/apt,390,3,1,0
2759,Gorgeous apartment by Grand Central,Entire home/apt,600,4,7,0
2768,Bright Studio Apt on Prospect Park,Entire home/apt,79,7,19,0
2769,"Garden Apartment, Ft. Greene",Entire home/apt,115,4,12,0
2771,Relax at our duplex + backyard,Entire home/apt,115,5,3,0
2774,Elegant modern 1-bedroom in Bed-Stuy,Entire home/apt,67,6,10,0
2779,Private Room in Brooklyn Brownstone,Private room,45,3,2,0
2780,Simply brooklyn. Bedroom with office off L train.,Private room,178,2,2,0
2784,Sunny 1-Bedroom Apartment: Astoria,Entire home/apt,108,4,3,0
2799,One Bedroom in Astoria NY,Entire home/apt,120,2,2,0
2800,(1) CLEAN HOME AWAY FROM HOME!,Private room,59,1,116,0
2805,Gorgeous & Spacious Full 1 BR Apt,Entire home/apt,75,2,36,0
2806,Quiet Large 1BR Near Columbia,Entire home/apt,79,5,9,0
2810,Studio in South Williamsburg,Entire home/apt,136,30,50,0
2817,Entire Floor of Brooklyn Brownstone,Private room,75,2,12,0
2822,1-bedroom APT SoHo / NoLITa,Entire home/apt,90,7,2,0
2823,Modern Design in Sunny Duplex,Entire home/apt,279,3,9,0
2833,Hip Apartment in Williamsburg,Entire home/apt,140,1,1,0
2838,"Close to the city, Astoria",Private room,45,4,68,0
2839,Staten Island Apartment - 2nd floor,Entire home/apt,250,30,1,0
2842,1Br apt + backyard -east village,Entire home/apt,200,5,10,0
2848,The Heart of Bushwick!,Private room,48,7,61,0
2851,PRIME apartment in East Village!,Entire home/apt,160,2,44,0
2859,Charming studio in Williamsburg,Entire home/apt,150,3,1,0
2868,Bohemian W'Burg Duplex,Entire home/apt,241,2,1,0
2871,Cosy studio in great location at  UES,Entire home/apt,155,4,13,0
2872,Cute studio apt in West Village,Entire home/apt,150,7,40,0
2878,Truly A Sweet Home away from Home.,Entire home/apt,130,3,220,0
2883,"Bright, Cheerful Brooklyn Apartment",Entire home/apt,115,20,1,0
2889,"West Village: Cozy, Quiet 1BR Apt",Entire home/apt,200,3,20,0
2896,"4BD, 2 Bath Apt Flatiron on 6th Ave",Entire home/apt,1200,1,0,0
2901,Luxury & Charm.  Steps from Christopher Park!,Entire home/apt,195,5,52,0
2914,Comfortable Room + Kitty + Food,Private room,75,1,23,0
2917,Big Studio Apt Convenient Gramercy,Entire home/apt,200,1,0,0
2933,1BR Apt in Murray Hill/Midtown,Private room,55,1,0,0
2937,Williamsburg off Bedford/no extra $ for 2ppl!,Private room,82,2,144,0
2941,The Top-Notch Top-Floor,Private room,90,1,0,0
2950,Cozy 1BD next to Central Park,Private room,175,2,4,0
2954,Cozy Private Room in Brooklyn NY,Private room,110,4,2,0
2958,One Stop to TimesSQ Vacation Apt,Entire home/apt,75,5,31,0
2965,Large private 1BR with backyard - Williamsburg,Entire home/apt,98,7,7,0
2968,New Williamsburg 1B With Backyard,Entire home/apt,160,2,19,0
2978,Williamsburg Luxury- 30 days +,Entire home/apt,180,30,183,0
2981,Sunny 1BR Overlooking Prospect Park,Entire home/apt,115,30,2,0
2986,Private room in East Harlem,Private room,95,1,0,0
2988,Studio in the Upper East Side ,Entire home/apt,123,5,14,0
2993,Charming One Bedroom,Entire home/apt,100,3,3,0
3009,"Sunny Room, Only 1 Block to Subway!",Private room,80,3,112,0
3013,"2bd/2bth, drmn, 1 block from subway in LIC",Entire home/apt,275,7,0,0
3014,Charming and Cozy Bedroom in Artists Colony,Private room,35,2,3,0
3015,"10mins to Manhattan, 59th St, 17mins Times Square.",Private room,86,2,107,0
3017,Charming Upper West Side 1 Bedroom,Private room,116,1,43,0
3028,CELEBRATE NEW YEAR'S EVE IN NYC,Entire home/apt,250,3,1,0
3035,Entire 1 Bedroom in Williamsburg,Entire home/apt,145,2,6,0
3038,A quite nice bedroom in Greenpoint,Private room,70,3,0,0
3039,CHIC NEW YORK OASIS WITH ROOF DECK!,Entire home/apt,185,1,0,0
3040,Sunny and charming Soho 1 bedroom,Entire home/apt,225,3,10,0
3041,2 BR Apt in Luxury Building - UES,Entire home/apt,199,2,2,0
3044,Union Square/East Village Apartment,Entire home/apt,199,5,4,0
3048,NYC Super Cool East Village 1 BD,Entire home/apt,150,1,26,0
3049,Spacious center hall colonial,Entire home/apt,700,7,0,0
3052,"Perfect Brooklyn Stay, Apt for 4",Entire home/apt,179,2,15,0
3058,Flat Iron 2BD Beautiful Apt ,Entire home/apt,475,1,0,0
3061,Bright and Airy Brooklyn Loft,Entire home/apt,120,3,2,0
3069,Spacious Parkside View Bedroom,Private room,80,1,1,0
3070,East Williamsburg Clean Apartment,Entire home/apt,115,2,2,0
3074,":: Spacious 1bedroom, great loca ::",Entire home/apt,185,1,80,0
3082,Large Comfortable Studio in Chelsea,Entire home/apt,161,2,8,0
3083,Gorgeous large 1 bedroom apt for March- April.,Entire home/apt,99,7,3,0
3085,Large 1 BR apartment in the LES!,Entire home/apt,92,2,0,0
3087,"Lovely Bedroom - Bed Stuy, Brooklyn",Private room,81,1,36,0
3092,••BEST Manhattan Downtown Location!!••,Entire home/apt,175,2,53,0
3093,Cool and spacious room-Approx 150 yard from LTrain,Private room,41,3,7,0
3096,Luxury Contemporary Central Home,Entire home/apt,300,5,0,0
3098,Bushwick / Bed Sty Retreat,Private room,85,2,0,0
3099,Great Apt-Heart of East Village! ,Entire home/apt,150,1,0,0
